"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9030","With VIEW_PORTFOLIO Permission The User Verifies Access","chromium_test_workflow","Sun Feb 16 01:01:58 GMT 2025","passed","Sun Feb 16 01:02:07 GMT 2025","VIEW_PORTFOLIO","e2e/playwright-tests/features/@permissions/view-portfolio.feature.spec.js","",""
"","6240","With SYSTEM_CONFIGURATION x ACCESS_MANAGEMENT Permission The User Can See Administration Tab","chromium_test_workflow","Sun Feb 16 01:00:49 GMT 2025","passed","Sun Feb 16 01:00:55 GMT 2025","VIEW_PORTFOLIO x SYSTEM_CONFIGURATION x ACCESS_MANAGEMENT","e2e/playwright-tests/features/@permissions/system-configuration_x_access-management.feature.spec.js","",""
"","8852","With PORTFOLIO_MANAGEMENT Permission The User Can See Management Buttons For Projects","chromium_test_workflow","Sun Feb 16 01:00:35 GMT 2025","passed","Sun Feb 16 01:00:44 GMT 2025","VIEW_PORTFOLIO x PORTFOLIO_MANAGEMENT","e2e/playwright-tests/features/@permissions/portfolio-management.feature.spec.js","",""
"","6802","Without VIEW_POLICY_VIOLATION Permission The User Cannot See The Policy Violations On Project Page","chromium_test_workflow","Sun Feb 16 01:01:30 GMT 2025","passed","Sun Feb 16 01:01:37 GMT 2025","VIEW_PORTFOLIO x VIEW_POLICY_VIOLATION","e2e/playwright-tests/features/@permissions/view-policy-violation.feature.spec.js","",""
"","8195","With BOM_UPLOAD Permission The User Can See The BOM Upload Button","chromium_test_workflow","Sun Feb 16 01:00:08 GMT 2025","passed","Sun Feb 16 01:00:16 GMT 2025","VIEW_PORTFOLIO x BOM_UPLOAD","e2e/playwright-tests/features/@permissions/bom-upload.feature.spec.js","",""
"","4912","Without TAG_MANAGEMENT Permission The User Cannot See The Tag Management Tab","chromium_test_workflow","Sun Feb 16 01:01:04 GMT 2025","passed","Sun Feb 16 01:01:09 GMT 2025","VIEW_PORTFOLIO x TAG_MANAGEMENT","e2e/playwright-tests/features/@permissions/tag-management.feature.spec.js","",""
"","9588","The Admin User Verifies Vex Application Inside A Test Project","chromium_test_workflow","Sun Feb 16 01:02:50 GMT 2025","passed","Sun Feb 16 01:02:59 GMT 2025","Create Custom Component","e2e/playwright-tests/features/@projects/apply_vex_to_project.feature.spec.js","",""
"","6911","The Admin User Creates A Custom Component Inside A Test Project","chromium_test_workflow","Sun Feb 16 01:02:59 GMT 2025","passed","Sun Feb 16 01:03:06 GMT 2025","Create Custom Component","e2e/playwright-tests/features/@projects/create_custom_component.feature.spec.js","",""
"","8450","Without PORTFOLIO_MANAGEMENT Permission The User Cannot See Management Buttons For Projects","chromium_test_workflow","Sun Feb 16 01:00:26 GMT 2025","passed","Sun Feb 16 01:00:35 GMT 2025","VIEW_PORTFOLIO x PORTFOLIO_MANAGEMENT","e2e/playwright-tests/features/@permissions/portfolio-management.feature.spec.js","",""
"","8473","The Admin User Deletes A Custom Component Inside A Test Project","chromium_test_workflow","Sun Feb 16 01:03:06 GMT 2025","passed","Sun Feb 16 01:03:15 GMT 2025","Create Custom Component","e2e/playwright-tests/features/@projects/create_custom_component.feature.spec.js","",""
"","7553","Delete All Test Projects Before Tests","setup_provisioning","Sun Feb 16 00:56:01 GMT 2025","passed","Sun Feb 16 00:56:09 GMT 2025","","../setup/e2e/playwright-tests/features/@setup/provisioning.feature.spec.js","",""
"","4212","Delete All Test Users Before Tests","setup_provisioning","Sun Feb 16 00:55:50 GMT 2025","passed","Sun Feb 16 00:55:55 GMT 2025","","../setup/e2e/playwright-tests/features/@setup/provisioning.feature.spec.js","",""
"","4940","With SYSTEM_CONFIGURATION Permission The User Can See Administration Tab","chromium_test_workflow","Sun Feb 16 01:00:59 GMT 2025","passed","Sun Feb 16 01:01:04 GMT 2025","VIEW_PORTFOLIO x SYSTEM_CONFIGURATION","e2e/playwright-tests/features/@permissions/system-configuration.feature.spec.js","",""
"","3065","Delete All Test Vulnerabilities Before Tests","setup_provisioning","Sun Feb 16 00:55:58 GMT 2025","passed","Sun Feb 16 00:56:01 GMT 2025","","../setup/e2e/playwright-tests/features/@setup/provisioning.feature.spec.js","",""
"","12268","The Admin User Validates A Test Project With A Recently Uploaded BOM","chromium_test_workflow","Sun Feb 16 01:03:49 GMT 2025","passed","Sun Feb 16 01:04:01 GMT 2025","Validate BOM Upload","e2e/playwright-tests/features/@projects/validate_bom_upload.feature.spec.js","",""
"","12292","Change Initial Password As Admin","setup_initial","Sun Feb 16 00:55:32 GMT 2025","passed","Sun Feb 16 00:55:44 GMT 2025","","../../setup/initial-setup.ts","",""
"","3896","The Admin User Suppresses A Policy Violation","chromium_test_workflow","Sun Feb 16 01:03:45 GMT 2025","passed","Sun Feb 16 01:03:49 GMT 2025","Try Creating Existing Project","e2e/playwright-tests/features/@projects/try_creating_existing_project.feature.spec.js","",""
"","9037","Without BOM_UPLOAD Permission The User Cannot See The BOM Upload Button","chromium_test_workflow","Sun Feb 16 00:59:58 GMT 2025","passed","Sun Feb 16 01:00:07 GMT 2025","VIEW_PORTFOLIO x BOM_UPLOAD","e2e/playwright-tests/features/@permissions/bom-upload.feature.spec.js","",""
"","3201","Delete All Test Policies Before Tests","setup_provisioning","Sun Feb 16 00:55:55 GMT 2025","passed","Sun Feb 16 00:55:58 GMT 2025","","../setup/e2e/playwright-tests/features/@setup/provisioning.feature.spec.js","",""
"","4029","Without POLICY_MANAGEMENT Permission The User Cannot See The Policy Management Tab","chromium_test_workflow","Sun Feb 16 01:00:16 GMT 2025","passed","Sun Feb 16 01:00:20 GMT 2025","VIEW_PORTFOLIO x POLICY_MANAGEMENT","e2e/playwright-tests/features/@permissions/policy-management.feature.spec.js","",""
"","13181","Create Test Policies","setup_provisioning","Sun Feb 16 00:56:49 GMT 2025","passed","Sun Feb 16 00:57:02 GMT 2025","","../setup/e2e/playwright-tests/features/@setup/provisioning.feature.spec.js","",""
"","5615","The Admin User Sets A Test Project To Inactive","chromium_test_workflow","Sun Feb 16 01:03:29 GMT 2025","passed","Sun Feb 16 01:03:34 GMT 2025","Make Project Inactive","e2e/playwright-tests/features/@projects/make_project_inactive.feature.spec.js","",""
"","6930","With VIEW_VULNERABILITY But Without VULNERABILITY_ANALYSIS Permission The User ...","chromium_test_workflow","Sun Feb 16 01:02:07 GMT 2025","passed","Sun Feb 16 01:02:14 GMT 2025","VIEW_PORTFOLIO x VIEW_VULNERABILITY x VULNERABILITY_ANALYSIS","e2e/playwright-tests/features/@permissions/view-vulnerability_x_vulnerability-analysis.feature.spec.js","",""
