"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5230","Delete All Test Policies Before Tests","setup_provisioning","Mon Feb 10 20:12:13 GMT 2025","passed","Mon Feb 10 20:12:18 GMT 2025","","../setup/e2e/playwright-tests/features/@setup/provisioning.feature.spec.js","",""
"","15057","Create Test Policies","setup_provisioning","Mon Feb 10 20:13:07 GMT 2025","passed","Mon Feb 10 20:13:22 GMT 2025","","../setup/e2e/playwright-tests/features/@setup/provisioning.feature.spec.js","",""
"","2978","Store Admin Authentication","setup_admin_authentication","Mon Feb 10 20:12:03 GMT 2025","passed","Mon Feb 10 20:12:06 GMT 2025","","../../setup/auth-setup.ts","",""
"","7345","Delete All Test Project Before Tests","setup_provisioning","Mon Feb 10 20:12:18 GMT 2025","passed","Mon Feb 10 20:12:25 GMT 2025","","../setup/e2e/playwright-tests/features/@setup/provisioning.feature.spec.js","",""
"","8373","With VIEW_PORTFOLIO Permissions The Test-User Verifies Access","chromium_test_workflow","Mon Feb 10 20:16:35 GMT 2025","passed","Mon Feb 10 20:16:44 GMT 2025","","e2e/playwright-tests/features/@permissions/view-portfolio.feature.spec.js","",""
"","3715","With VIEW_PORTFOLIO Permissions The Test-User Tries To Log In With Wrong Credentials","chromium_test_workflow","Mon Feb 10 20:16:32 GMT 2025","passed","Mon Feb 10 20:16:35 GMT 2025","","e2e/playwright-tests/features/@permissions/view-portfolio.feature.spec.js","",""
"","5162","With SYSTEM_CONFIGURATION x ACCESS_MANAGEMENT Permissions The Test-User Can See Administration Tab","chromium_test_workflow","Mon Feb 10 20:16:09 GMT 2025","passed","Mon Feb 10 20:16:14 GMT 2025","","e2e/playwright-tests/features/@permissions/system-configuration_x_access-management.feature.spec.js","",""
"","127438","Provide Test Users With Respective Permissions","setup_provisioning","Mon Feb 10 20:13:43 GMT 2025","passed","Mon Feb 10 20:15:50 GMT 2025","","../setup/e2e/playwright-tests/features/@setup/provisioning.feature.spec.js","",""
"","3971","With SYSTEM_CONFIGURATION Permissions Test-User Can See Administration Tab","chromium_test_workflow","Mon Feb 10 20:16:17 GMT 2025","passed","Mon Feb 10 20:16:21 GMT 2025","","e2e/playwright-tests/features/@permissions/system-configuration.feature.spec.js","",""
"","6746","With BOM_UPLOAD Permissions The Test-User Can See The BOM Upload Button","chromium_test_workflow","Mon Feb 10 20:15:58 GMT 2025","passed","Mon Feb 10 20:16:05 GMT 2025","","e2e/playwright-tests/features/@permissions/bom-upload.feature.spec.js","",""
"","3027","Without SYSTEM_CONFIGURATION Permissions Test-User Cannot See Administration Tab","chromium_test_workflow","Mon Feb 10 20:16:14 GMT 2025","passed","Mon Feb 10 20:16:17 GMT 2025","","e2e/playwright-tests/features/@permissions/system-configuration.feature.spec.js","",""
"","20407","Create Test Project With Default BOM","setup_provisioning","Mon Feb 10 20:13:22 GMT 2025","passed","Mon Feb 10 20:13:43 GMT 2025","","../setup/e2e/playwright-tests/features/@setup/provisioning.feature.spec.js","",""
"","9363","The Admin User Deletes Respective Projects","chromium_test_workflow","Mon Feb 10 20:16:53 GMT 2025","passed","Mon Feb 10 20:17:02 GMT 2025","","e2e/playwright-tests/features/@projects/create_parent_project.feature.spec.js","",""
"","12840","Change Initial Password As Admin","setup_initial","Mon Feb 10 20:11:49 GMT 2025","passed","Mon Feb 10 20:12:02 GMT 2025","","../../setup/initial-setup.ts","",""
"","12834","The Admin User Suppresses A Policy Violation","chromium_test_workflow","Mon Feb 10 20:17:10 GMT 2025","passed","Mon Feb 10 20:17:23 GMT 2025","","e2e/playwright-tests/features/@projects/suppress_violation_against_policy.feature.spec.js","",""
"","6121","Delete All Test Users Before Tests","setup_provisioning","Mon Feb 10 20:12:06 GMT 2025","passed","Mon Feb 10 20:12:12 GMT 2025","","../setup/e2e/playwright-tests/features/@setup/provisioning.feature.spec.js","",""
"","14282","The Admin User Validates A Test Project With A Recently Uploaded BOM","chromium_test_workflow","Mon Feb 10 20:17:29 GMT 2025","passed","Mon Feb 10 20:17:43 GMT 2025","","e2e/playwright-tests/features/@projects/validate_bom_upload.feature.spec.js","",""
"","7704","The Admin User Sets A Test Project To Inactive","chromium_test_workflow","Mon Feb 10 20:17:02 GMT 2025","passed","Mon Feb 10 20:17:10 GMT 2025","","e2e/playwright-tests/features/@projects/make_project_inactive.feature.spec.js","",""
"","4961","Without VIEW_PORTFOLIO Permissions The Test-User Cannot Log In","chromium_test_workflow","Mon Feb 10 20:16:26 GMT 2025","failed","Mon Feb 10 20:16:31 GMT 2025","","e2e/playwright-tests/features/@permissions/view-portfolio.feature.spec.js","",""
"","6911","Without BOM_UPLOAD Permission The Test-User Cannot See The BOM Upload Button","chromium_test_workflow","Mon Feb 10 20:15:51 GMT 2025","passed","Mon Feb 10 20:15:58 GMT 2025","","e2e/playwright-tests/features/@permissions/bom-upload.feature.spec.js","",""
"","8826","The Admin User Creates A Parent And A Child Project","chromium_test_workflow","Mon Feb 10 20:16:44 GMT 2025","passed","Mon Feb 10 20:16:53 GMT 2025","","e2e/playwright-tests/features/@projects/create_parent_project.feature.spec.js","",""
"","41998","Create Test Users","setup_provisioning","Mon Feb 10 20:12:25 GMT 2025","passed","Mon Feb 10 20:13:07 GMT 2025","","../setup/e2e/playwright-tests/features/@setup/provisioning.feature.spec.js","",""
"","3982","With SYSTEM_CONFIGURATION But Without ACCESS_MANAGEMENT Permissions The Test-User Cannot See Access Management Menu","chromium_test_workflow","Mon Feb 10 20:16:05 GMT 2025","passed","Mon Feb 10 20:16:09 GMT 2025","","e2e/playwright-tests/features/@permissions/system-configuration_x_access-management.feature.spec.js","",""
"","5879","The Admin User Suppresses A Policy Violation","chromium_test_workflow","Mon Feb 10 20:17:23 GMT 2025","passed","Mon Feb 10 20:17:29 GMT 2025","","e2e/playwright-tests/features/@projects/try_creating_existing_project.feature.spec.js","",""
